1
1 27
 0.00000000000000  5.38000000000000  100.00000000000000 1 ;
 3.57897884615385  5.38058127375059  99.98919682240609 1 ;
 7.15795769230769  5.43577783957619  98.97387565823441 1 ;
 10.73693653846154  5.56335129729622  84.22286696241916 1 ;
 14.31591538461538  5.73301954404796  69.81578063472244 1 ;
 17.89489423076923  5.91413048191875  58.00259418830294 1 ;
 21.47387307692308  6.07635357312948  48.74806945966657 1 ;
 25.05285192307692  6.18903044904754  41.78948041032224 1 ;
 28.63183076923077  6.22197800752121  36.77680738335906 1 ;
 32.21080961538461  6.14465279759621  33.40127086448958 1 ;
 35.78978846153846  5.92626055123830  31.44710617704493 1 ;
 39.36876730769231  5.54664279875839  30.79359513069569 1 ;
 42.94774615384615  5.15706624902758  30.52174662267033 1 ;
 46.52672499999999  4.81233214460929  30.19027473640791 1 ;
 50.10570384615384  4.50385035755065  29.72312144791174 1 ;
 53.68468269230770  4.22173626402210  29.10509689818489 1 ;
 57.26366153846153  3.95827373633348  28.36877162290201 1 ;
 60.84264038461538  3.70877877773627  27.58798885640908 1 ;
 64.42161923076922  3.47309038154732  26.85721827458567 1 ;
 68.00059807692308  3.25448299982200  26.27078298920308 1 ;
 71.57957692307693  3.05568465293332  25.90806782333270 1 ;
 75.15855576923076  2.87282625388492  25.81922935871393 1 ;
 78.73753461538462  2.68855280582829  25.99484604913055 1 ;
 82.31651346153846  2.46680151740978  26.33107138763388 1 ;
 85.89549230769231  2.14485085793957  26.57529210281133 1 ;
 89.47447115384615  1.60805295270937  26.37068999960033 1 ;
 93.05345000000000  0.03789085790285  26.39159035575151 1 ;
