sec	1	0	7.70551818450885e-05	4.88429327011184e-16	-21.9342;
sec	2	-2.27092817325554e-05	-0.0134312043273485	3.29953676185078	-21.9342;
sec	3	-0.00801578462468156	-0.0274137612476023	6.59907352370156	-21.9342;
sec	4	-0.0208129279709611	-0.0300643891129558	7.69896310480864	-21.9342;
sec	5	-0.0595326619176038	-0.0310335730444701	9.56921753061678	-21.9342;
sec	6	-0.139276746254483	-0.0234498077664735	11.4405937989239	-21.9342;
sec	7	-0.248197754299939	-0.0141195976804293	13.4231754545613	-21.9342;
sec	8	-0.317374742203316	-0.00847605900450387	14.5251107484608	-18.3007;
sec	9	-0.439051759370087	-0.00537073297645562	16.5086822651267	-12.0258;
sec	10	-0.634208360377687	-0.0198297760004883	20.0337973569294	-7.66;
sec	11	-0.777740409209371	-0.0551871720022463	23.5562728193225	-4.8412;
sec	12	-0.870066947033892	-0.103520546242776	27.0769885287761	-3.3662;
sec	13	-0.920785226445888	-0.163745011034781	30.5969343463185	-2.3728;
sec	14	-0.93921093956965	-0.235932276310553	34.1165502101847	-1.4745;
sec	15	-0.934172546934304	-0.319634924885183	37.6363860431684	-0.61768;
sec	16	-0.87318940865619	-0.508759972692121	44.236229458781	0.20702;
sec	17	-0.787801796641841	-0.757174396572755	51.2766710166595	0.98498;
sec	18	-0.697695847058046	-1.05587046116723	58.3173325436554	1.6852;
sec	19	-0.608411482127951	-1.41246569701308	65.3577741015339	2.2833;
sec	20	-0.52289078879754	-1.83016505415164	72.3978857057362	2.7739;
sec	21	-0.443435743880999	-2.31784758600906	79.4375573717035	3.1707;
sec	22	-0.363042530678505	-2.92151983350141	86.9170572880256	3.4914;
sec	23	-0.341106110440134	-3.06727137072823	88.5669356535097	3.7476;
sec	24	-0.315346626940365	-3.21723531655435	90.21714397267	3.9501;
sec	25	-0.281365797675651	-3.37187360612642	91.8672423072716	4.1415;
sec	26	-0.228647998985973	-3.52997640929844	93.5173406418732	4.4015;
sec	27	-0.0988695192232713	-3.67001974792726	94.9887140685412	5.6694;
