1
1 27
 0.00000000000000  5.38000000000000  100.00000000000000 1 ;
 3.65343323043595  5.38063286179174  99.98823815324333 1 ;
 7.30686646087191  5.44084187385669  98.88175625634271 1 ;
 10.96029969130786  5.58047505614406  85.84555770080354 1 ;
 14.61373292174382  5.76716932342419  70.94952133674202 1 ;
 18.26716615217978  5.96814582737806  58.74944448188725 1 ;
 21.92059938261573  6.15098296208884  49.21221126411084 1 ;
 25.57403261305168  6.28291270544258  42.05793513771016 1 ;
 29.22746584348764  6.33165892884727  36.91532548553035 1 ;
 32.88089907392359  6.26457376392379  33.45817027844139 1 ;
 36.53433230435955  6.04874121091303  31.45993210692498 1 ;
 40.18776553479550  5.66245341388992  30.79601612782815 1 ;
 43.84119876523145  5.26432375156027  30.52415826198021 1 ;
 47.49463199566741  4.91205779531098  30.19349219148139 1 ;
 51.14806522610336  4.59693092789753  29.72713781323797 1 ;
 54.80149845653932  4.30879828952874  29.10969464990552 1 ;
 58.45493168697528  4.03975879187001  28.37345234439186 1 ;
 62.10836491741123  3.78500086904622  27.59218428688947 1 ;
 65.76179814784719  3.54433404089526  26.86047064629059 1 ;
 69.41523137828314  3.32109405661411  26.27283968272379 1 ;
 73.06866460871910  3.11808360564115  25.90891290615858 1 ;
 76.72209783915505  2.93138752181925  25.81909486586029 1 ;
 80.37553106959101  2.74332271799336  25.99418283855053 1 ;
 84.02896430002696  2.51709120436936  26.33044935145177 1 ;
 87.68239753046291  2.18865583886304  26.57520679539452 1 ;
 91.33583076089887  1.64096263905072  26.37091900143497 1 ;
 94.98926399133482  0.03789144754263  26.39117966857524 1 ;
