sec	1	0	7.70552110552764e-05	4.88429512165667e-16	-21.9342045154733
sec	2	-2.27092903412222e-05	-0.0134312094188685	3.29953801264386	-21.9342045154733
sec	3	-0.00801578766331658	-0.0274137716396499	6.59907602528773	-21.9342045154733
sec	4	-0.0208129358607554	-0.0300644005098071	7.69896602334252	-21.9342045154733
sec	5	-0.0595326844853299	-0.031033584808721	9.56922115812936	-21.9342045154733
sec	6	-0.13927679905171	-0.0234498166558599	11.4405981358405	-21.9342045154733
sec	7	-0.248197848387097	-0.0141196030329065	13.4231805430378	-21.9342045154733
sec	8	-0.317374862514184	-0.00847606221762036	14.5251162546604	-18.3007059719427
sec	9	-0.439051925806452	-0.00537073501240071	16.5086885232615	-12.0257943022864
sec	10	-0.634208600794294	-0.0198297835175879	20.0338049513697	-7.65999808954123
sec	11	-0.777740704036311	-0.0551871929226779	23.5562817490679	-4.84119608627802
sec	12	-0.870067276860107	-0.103520585485492	27.0769987931593	-3.36618120183267
sec	13	-0.92078557549846	-0.163745073107473	30.5969459450478	-2.37275188874219
sec	14	-0.939211295607068	-0.235932365748095	34.116563143135	-1.47452560235936
sec	15	-0.93417290106176	-0.319635046052845	37.6364003104231	-0.617684943415813
sec	16	-0.873189739666072	-0.508760165553574	44.2362462279138	0.207017264097632
sec	17	-0.787802095282866	-0.757174683603501	51.2766904546928	0.984976385749676
sec	18	-0.697696111541579	-1.05587086142811	58.3173546506727	1.6852076851599
sec	19	-0.60841171276544	-1.41246623245259	65.3577988774518	2.28332989839078
sec	20	-0.522890987015724	-1.83016574793321	72.3979131504296	2.77386655661837
sec	21	-0.443435911979251	-2.31784846466202	79.4375874850057	3.17067089585312
sec	22	-0.363042668301183	-2.9215209409953	86.9170902366672	3.49136677587162
sec	23	-0.341106239747123	-3.06727253347382	88.5669692275896	3.74759771252703
sec	24	-0.315346746482412	-3.21723653614848	90.2171781723132	3.95008213895641
sec	25	-0.281365904336197	-3.37187488434106	91.8672771324364	4.14147102108881
sec	26	-0.228648085662182	-3.52997774744691	93.5173760925596	4.40151041589009
sec	27	-0.0988695567028692	-3.67002113916356	94.9887500769979	5.66942014135692
